n_sim,top_down,n_env,cor
4,True,14,0.15924466245522695
4,True,15,0.208691955194345
4,True,16,0.11131156475585124
4,True,17,0.12945923349620667
4,True,18,0.08156318161967757
4,True,19,0.20051809802147352
4,True,20,0.05730065937246522
4,True,21,0.18292997261384375
4,False,1,0.8548698050061561
4,False,2,0.5051421710216978
4,False,3,0.5054848392549657
4,False,4,0.2081378563585649
4,False,5,0.31915631307824877
4,False,6,0.3409701488322888
4,False,7,0.2808716998513994
4,False,8,0.37968435621121416
4,False,9,0.46838232384470907
4,False,10,0.3761216445306882
4,False,11,0.2987149690431827
4,False,12,0.4363913466956005
4,False,13,0.41456221062692783
4,False,14,0.5113889501606114
4,False,15,0.33427221973928667
4,False,16,0.3725036596764959
4,False,17,0.44082345431146647
4,False,18,0.3525715158164621
4,False,19,0.3765637500215054
4,False,20,0.4052993383473944
4,False,21,0.506391966764484
5,True,1,0.7509901511748819
5,True,2,0.5358703961768542
5,True,3,0.4184391557256675
5,True,4,0.30372201469039617
5,True,5,0.1791737256565958
5,True,6,0.09555256164046722
5,True,7,0.1404534189374029
5,True,8,0.05059618306647609
5,True,9,0.033694536723308625
5,True,10,0.2400476315265346
5,True,11,0.035006209050274975
5,True,12,0.05261305951482413
5,True,13,0.18559423004504946
5,True,14,0.10983973193163064
5,True,15,0.04523342150493112
5,True,16,0.20904282773728305
5,True,17,0.14108531928136347
5,True,18,0.04564535002996535
5,True,19,0.14546378112417174
5,True,20,0.04760316420170989
5,True,21,0.01687705340432684
5,False,1,0.8769496259472951
5,False,2,0.47575053501094344
5,False,3,0.25167895893800873
5,False,4,0.34239101940250927
5,False,5,0.4772135985322165
5,False,6,0.44144223700242646
5,False,7,0.2851386886036162
5,False,8,0.40596258026289767
5,False,9,0.3802103516391731
5,False,10,0.3334917867401592
5,False,11,0.37425517782469386
5,False,12,0.362654008519663
5,False,13,0.5587007517323432
5,False,14,0.20121197398021418
5,False,15,0.46830291940994795
5,False,16,0.3832416191643469
5,False,17,0.3622798619671262
5,False,18,0.36100229851506405
5,False,19,0.27391882591439826
5,False,20,0.37720702364955877
5,False,21,0.39874386430620473
6,True,1,0.9514770385026811
6,True,2,0.6843320925819006
6,True,3,0.4244144767337656
6,True,4,0.25130702232455876
6,True,5,0.18900685454153313
6,True,6,0.19086632594424904
6,True,7,0.10969155360501098
6,True,8,0.17172895569725796
6,True,9,0.1371104063534364
6,True,10,0.11792158057082336
6,True,11,0.09891910275270785
6,True,12,0.15677677898097997
6,True,13,0.13185245525155162
6,True,14,0.18152147769518576
6,True,15,0.099359891687405
6,True,16,0.16585084869304714
6,True,17,0.1828722626600897
6,True,18,0.16006226618752145
6,True,19,0.045894717943338305
6,True,20,0.1477188313254141
6,True,21,0.11440921967064806
6,False,1,0.9033609812196208
6,False,2,0.4273310128199017
6,False,3,0.2863906772171195
6,False,4,0.26794267734741495
6,False,5,0.4414234396877312
6,False,6,0.3726414514742851
6,False,7,0.3384577054766633
6,False,8,0.4334556354048773
6,False,9,0.26069662761713497
6,False,10,0.3670690409177635
6,False,11,0.367664371424337
6,False,12,0.3278567567025857
6,False,13,0.25429357512894835
6,False,14,0.4312030047025288
6,False,15,0.3195330428468424
6,False,16,0.39541276097024275
6,False,17,0.3433191097768705
6,False,18,0.31290468723428316
6,False,19,0.34016535317227636
6,False,20,0.37585959961885734
6,False,21,0.2515726278432399
7,True,1,0.8860029544126471
7,True,2,0.5141351244139604
7,True,3,0.36110332953768237
7,True,4,0.22068987272419693
7,True,5,0.14929871775636167
7,True,6,0.19928373772091595
7,True,7,0.1465838768451338
7,True,8,0.025329777255624786
7,True,9,0.07500083074858677
7,True,10,0.081555934682153
7,True,11,0.2577836881225163
7,True,12,0.12561809831335072
7,True,13,0.11067087894414747
7,True,14,0.06534580158326846
7,True,15,0.12168577068202435
7,True,16,0.1998001772267615
7,True,17,0.14606009210958776
7,True,18,0.15158806629128121
7,True,19,0.1092286804558612
7,True,20,0.16013739844824715
7,True,21,0.1208745003347024
7,False,1,0.8147938227891788
7,False,2,0.46654086158075697
7,False,3,0.45209922208056824
7,False,4,0.28620461219363397
7,False,5,0.29368465958221807
7,False,6,0.4321435628074721
7,False,7,0.44855123334115404
7,False,8,0.3484456020702113
7,False,9,0.3503484138741615
7,False,10,0.419092340287746
7,False,11,0.4174268818325435
7,False,12,0.43769448947141626
7,False,13,0.35867263144815953
7,False,14,0.2739565067708038
7,False,15,0.41857774535482517
7,False,16,0.40881692955707805
7,False,17,0.3502716956637517
7,False,18,0.407687621561335
7,False,19,0.26508620021520946
7,False,20,0.4616610600401922
7,False,21,0.39165530484206956

8,True,1,0.8871331906590229
